DATA,JANELA_15MIN,VALOR_TOTAL_15M
2025-11-10,2025-11-10 06:45:00.000,270.06
2025-11-10,2025-11-10 07:00:00.000,1403.67
2025-11-10,2025-11-10 07:15:00.000,3505.33
2025-11-10,2025-11-10 07:30:00.000,12472.07
2025-11-10,2025-11-10 07:45:00.000,5828.91
2025-11-10,2025-11-10 08:00:00.000,13904.14
2025-11-10,2025-11-10 08:15:00.000,8038.88
2025-11-10,2025-11-10 08:30:00.000,13216.36
2025-11-10,2025-11-10 08:45:00.000,10730.32
2025-11-10,2025-11-10 09:00:00.000,9930.67
2025-11-10,2025-11-10 09:15:00.000,12495.43
2025-11-10,2025-11-10 09:30:00.000,21143.13
2025-11-10,2025-11-10 09:45:00.000,13843.55
2025-11-10,2025-11-10 10:00:00.000,24876.92
2025-11-10,2025-11-10 10:15:00.000,20142.83
2025-11-10,2025-11-10 10:30:00.000,14037.89
2025-11-10,2025-11-10 10:45:00.000,20033.37
2025-11-10,2025-11-10 11:00:00.000,24086.05
2025-11-10,2025-11-10 11:15:00.000,29704.12
2025-11-10,2025-11-10 11:30:00.000,22435.66
2025-11-10,2025-11-10 11:45:00.000,15160.34
2025-11-10,2025-11-10 12:00:00.000,12633.14
2025-11-10,2025-11-10 12:15:00.000,17470.01
2025-11-10,2025-11-10 12:30:00.000,13936.85
2025-11-10,2025-11-10 12:45:00.000,14408.07
2025-11-10,2025-11-10 13:00:00.000,25241.17
2025-11-10,2025-11-10 13:15:00.000,16690.39
2025-11-10,2025-11-10 13:30:00.000,27207.76
2025-11-10,2025-11-10 13:45:00.000,24977.69
2025-11-10,2025-11-10 14:00:00.000,24034.36
2025-11-10,2025-11-10 14:15:00.000,23252.83
2025-11-10,2025-11-10 14:30:00.000,27809.76
2025-11-10,2025-11-10 14:45:00.000,27127.23
2025-11-10,2025-11-10 15:00:00.000,25227.61
2025-11-10,2025-11-10 15:15:00.000,25390.75
2025-11-10,2025-11-10 15:30:00.000,34518.98
2025-11-10,2025-11-10 15:45:00.000,27726.48
2025-11-10,2025-11-10 16:00:00.000,22644.22
2025-11-10,2025-11-10 16:15:00.000,20630.19
2025-11-10,2025-11-10 16:30:00.000,33764.25
2025-11-10,2025-11-10 16:45:00.000,20950.43
2025-11-10,2025-11-10 17:00:00.000,19624.7
2025-11-10,2025-11-10 17:15:00.000,17268.81
2025-11-10,2025-11-10 17:30:00.000,30371.63
2025-11-10,2025-11-10 17:45:00.000,16866.84
2025-11-10,2025-11-10 18:00:00.000,25331.7
2025-11-10,2025-11-10 18:15:00.000,23707.31
2025-11-10,2025-11-10 18:30:00.000,27183.15
2025-11-10,2025-11-10 18:45:00.000,32713.64
2025-11-10,2025-11-10 19:00:00.000,22293.06
2025-11-10,2025-11-10 19:15:00.000,34842.25
2025-11-10,2025-11-10 19:30:00.000,15270.06
2025-11-10,2025-11-10 19:45:00.000,24808.22
2025-11-10,2025-11-10 20:00:00.000,19139.59
2025-11-10,2025-11-10 20:15:00.000,30442.21
2025-11-10,2025-11-10 20:30:00.000,22616.75
2025-11-10,2025-11-10 20:45:00.000,20352.83
2025-11-10,2025-11-10 21:00:00.000,18394.88
2025-11-10,2025-11-10 21:15:00.000,16523.55
2025-11-10,2025-11-10 21:30:00.000,13497.1
2025-11-10,2025-11-10 21:45:00.000,10915.77
2025-11-10,2025-11-10 22:00:00.000,12763.95
2025-11-10,2025-11-10 22:15:00.000,9615.22
2025-11-10,2025-11-10 22:30:00.000,6798.24
2025-11-10,2025-11-10 22:45:00.000,6531.92
2025-11-10,2025-11-10 23:00:00.000,1466.9
2025-11-10,2025-11-10 23:15:00.000,807.81
2025-11-10,2025-11-10 23:30:00.000,2078.25
2025-11-10,2025-11-10 23:45:00.000,1142.44
2025-11-11,2025-11-11 00:00:00.000,2985.14
2025-11-11,2025-11-11 00:15:00.000,3066.74
2025-11-11,2025-11-11 00:30:00.000,226.56
2025-11-11,2025-11-11 00:45:00.000,136.6
2025-11-11,2025-11-11 01:00:00.000,253.06
2025-11-11,2025-11-11 01:45:00.000,101.57
2025-11-11,2025-11-11 04:45:00.000,75.79
2025-11-11,2025-11-11 05:00:00.000,284.61
2025-11-11,2025-11-11 05:30:00.000,238.29
2025-11-11,2025-11-11 05:45:00.000,46.44
2025-11-11,2025-11-11 06:00:00.000,99.45
2025-11-11,2025-11-11 06:15:00.000,270.84
2025-11-11,2025-11-11 06:30:00.000,254.25
2025-11-11,2025-11-11 06:45:00.000,1165.43
2025-11-11,2025-11-11 07:00:00.000,4700.73
2025-11-11,2025-11-11 07:15:00.000,6107.48
2025-11-11,2025-11-11 07:30:00.000,8806.71
2025-11-11,2025-11-11 07:45:00.000,9888.6
2025-11-11,2025-11-11 08:00:00.000,16524.51
2025-11-11,2025-11-11 08:15:00.000,9384.52
2025-11-11,2025-11-11 08:30:00.000,11985.36
2025-11-11,2025-11-11 08:45:00.000,15480.63
2025-11-11,2025-11-11 09:00:00.000,9994.53
2025-11-11,2025-11-11 09:15:00.000,9992.73
2025-11-11,2025-11-11 09:30:00.000,13859.57
2025-11-11,2025-11-11 09:45:00.000,15243.6
2025-11-11,2025-11-11 10:00:00.000,16708.04
2025-11-11,2025-11-11 10:15:00.000,15538.76
2025-11-11,2025-11-11 10:30:00.000,20043.71
2025-11-11,2025-11-11 10:45:00.000,24519.6
2025-11-11,2025-11-11 11:00:00.000,15896.57
2025-11-11,2025-11-11 11:15:00.000,18233.19
2025-11-11,2025-11-11 11:30:00.000,19158.23
2025-11-11,2025-11-11 11:45:00.000,19630.28
2025-11-11,2025-11-11 12:00:00.000,28023.13
2025-11-11,2025-11-11 12:15:00.000,19963.7
2025-11-11,2025-11-11 12:30:00.000,14201.76
2025-11-11,2025-11-11 12:45:00.000,24089.68
2025-11-11,2025-11-11 13:00:00.000,9149.29
2025-11-11,2025-11-11 13:15:00.000,20946.88
2025-11-11,2025-11-11 13:30:00.000,18335.66
2025-11-11,2025-11-11 13:45:00.000,15440.33
2025-11-11,2025-11-11 14:00:00.000,19956.89
2025-11-11,2025-11-11 14:15:00.000,13604.25
2025-11-11,2025-11-11 14:30:00.000,16858.06
2025-11-11,2025-11-11 14:45:00.000,21151.2
2025-11-11,2025-11-11 15:00:00.000,22498.61
2025-11-11,2025-11-11 15:15:00.000,20909.5
2025-11-11,2025-11-11 15:30:00.000,17439.35
2025-11-11,2025-11-11 15:45:00.000,12147.16
2025-11-11,2025-11-11 16:00:00.000,21288.09
2025-11-11,2025-11-11 16:15:00.000,24937.48
2025-11-11,2025-11-11 16:30:00.000,27605.92
2025-11-11,2025-11-11 16:45:00.000,28060.76
2025-11-11,2025-11-11 17:00:00.000,12397.63
2025-11-11,2025-11-11 17:15:00.000,22597.26
2025-11-11,2025-11-11 17:30:00.000,21191.21
2025-11-11,2025-11-11 17:45:00.000,15512.21
2025-11-11,2025-11-11 18:00:00.000,19530.49
2025-11-11,2025-11-11 18:15:00.000,17384.08
2025-11-11,2025-11-11 18:30:00.000,27369.44
2025-11-11,2025-11-11 18:45:00.000,21758.84
2025-11-11,2025-11-11 19:00:00.000,15876.87
2025-11-11,2025-11-11 19:15:00.000,16554.85
2025-11-11,2025-11-11 19:30:00.000,17758.06
2025-11-11,2025-11-11 19:45:00.000,26637.02
2025-11-11,2025-11-11 20:00:00.000,13215.08
2025-11-11,2025-11-11 20:15:00.000,35276.91
2025-11-11,2025-11-11 20:30:00.000,24752.16
2025-11-11,2025-11-11 20:45:00.000,17780.25
2025-11-11,2025-11-11 21:00:00.000,12497.07
2025-11-11,2025-11-11 21:15:00.000,10575.68
2025-11-11,2025-11-11 21:30:00.000,15951.98
2025-11-11,2025-11-11 21:45:00.000,16388.52
2025-11-11,2025-11-11 22:00:00.000,10669.4
2025-11-11,2025-11-11 22:15:00.000,7803.01
2025-11-11,2025-11-11 22:30:00.000,5857.61
2025-11-11,2025-11-11 22:45:00.000,5963.42
2025-11-11,2025-11-11 23:00:00.000,1357.38
2025-11-11,2025-11-11 23:15:00.000,768.4
2025-11-11,2025-11-11 23:30:00.000,744.18
2025-11-11,2025-11-11 23:45:00.000,449.83
2025-11-12,2025-11-12 00:00:00.000,203.55
2025-11-12,2025-11-12 00:15:00.000,267.44
2025-11-12,2025-11-12 00:30:00.000,389.86
2025-11-12,2025-11-12 00:45:00.000,209.97
2025-11-12,2025-11-12 01:00:00.000,58.43
2025-11-12,2025-11-12 01:15:00.000,835.37
2025-11-12,2025-11-12 01:30:00.000,29.9
2025-11-12,2025-11-12 01:45:00.000,133.79
2025-11-12,2025-11-12 02:00:00.000,153.9
2025-11-12,2025-11-12 03:00:00.000,27.37
2025-11-12,2025-11-12 03:30:00.000,5.81
2025-11-12,2025-11-12 03:45:00.000,24.9
2025-11-12,2025-11-12 04:30:00.000,22.5
2025-11-12,2025-11-12 05:00:00.000,14.99
2025-11-12,2025-11-12 05:45:00.000,21.98
2025-11-12,2025-11-12 06:00:00.000,140.87
2025-11-12,2025-11-12 06:15:00.000,173.8
2025-11-12,2025-11-12 06:30:00.000,816.56
2025-11-12,2025-11-12 06:45:00.000,602.67
2025-11-12,2025-11-12 07:00:00.000,7464.61
2025-11-12,2025-11-12 07:15:00.000,6455.78
2025-11-12,2025-11-12 07:30:00.000,7046.01
2025-11-12,2025-11-12 07:45:00.000,10010.54
2025-11-12,2025-11-12 08:00:00.000,14868.46
2025-11-12,2025-11-12 08:15:00.000,12268.91
2025-11-12,2025-11-12 08:30:00.000,7760.64
2025-11-12,2025-11-12 08:45:00.000,8520.69
2025-11-12,2025-11-12 09:00:00.000,10585.13
2025-11-12,2025-11-12 09:15:00.000,15766.95
2025-11-12,2025-11-12 09:30:00.000,17395.24
2025-11-12,2025-11-12 09:45:00.000,20080.38
2025-11-12,2025-11-12 10:00:00.000,15072.2
2025-11-12,2025-11-12 10:15:00.000,12282.54
2025-11-12,2025-11-12 10:30:00.000,14684.03
2025-11-12,2025-11-12 10:45:00.000,22770.67
2025-11-12,2025-11-12 11:00:00.000,16885.34
2025-11-12,2025-11-12 11:15:00.000,20349.22
2025-11-12,2025-11-12 11:30:00.000,13595.31
2025-11-12,2025-11-12 11:45:00.000,29471.72
2025-11-12,2025-11-12 12:00:00.000,18537.79
2025-11-12,2025-11-12 12:15:00.000,14025.99
2025-11-12,2025-11-12 12:30:00.000,10404.5
2025-11-12,2025-11-12 12:45:00.000,14508.04
2025-11-12,2025-11-12 13:00:00.000,13093.79
2025-11-12,2025-11-12 13:15:00.000,17424.98
2025-11-12,2025-11-12 13:30:00.000,14014.11
2025-11-12,2025-11-12 13:45:00.000,16747.72
2025-11-12,2025-11-12 14:00:00.000,17187.43
2025-11-12,2025-11-12 14:15:00.000,21400.52
2025-11-12,2025-11-12 14:30:00.000,18668.7
2025-11-12,2025-11-12 14:45:00.000,16650.7
2025-11-12,2025-11-12 15:00:00.000,19012.35
2025-11-12,2025-11-12 15:15:00.000,25315.13
2025-11-12,2025-11-12 15:30:00.000,20669.71
2025-11-12,2025-11-12 15:45:00.000,23024.69
2025-11-12,2025-11-12 16:00:00.000,24077.8
2025-11-12,2025-11-12 16:15:00.000,27532.98
2025-11-12,2025-11-12 16:30:00.000,27148.84
2025-11-12,2025-11-12 16:45:00.000,24651.26
2025-11-12,2025-11-12 17:00:00.000,21332.66
2025-11-12,2025-11-12 17:15:00.000,19189.41
2025-11-12,2025-11-12 17:30:00.000,13906.51
2025-11-12,2025-11-12 17:45:00.000,27878.17
2025-11-12,2025-11-12 18:00:00.000,19486.14
2025-11-12,2025-11-12 18:15:00.000,24356.35
2025-11-12,2025-11-12 18:30:00.000,22054.64
2025-11-12,2025-11-12 18:45:00.000,18341.5
2025-11-12,2025-11-12 19:00:00.000,18860.18
2025-11-12,2025-11-12 19:15:00.000,16404.96
2025-11-12,2025-11-12 19:30:00.000,20035.47
2025-11-12,2025-11-12 19:45:00.000,16939.79
2025-11-12,2025-11-12 20:00:00.000,15126.92
2025-11-12,2025-11-12 20:15:00.000,19729.52
2025-11-12,2025-11-12 20:30:00.000,10274.33
2025-11-12,2025-11-12 20:45:00.000,20297.65
2025-11-12,2025-11-12 21:00:00.000,17437.01
2025-11-12,2025-11-12 21:15:00.000,8251.93
2025-11-12,2025-11-12 21:30:00.000,10576.64
2025-11-12,2025-11-12 21:45:00.000,9382.6
2025-11-12,2025-11-12 22:00:00.000,10185.81
2025-11-12,2025-11-12 22:15:00.000,3712.86
2025-11-12,2025-11-12 22:30:00.000,4521.66
2025-11-12,2025-11-12 22:45:00.000,5900.01
2025-11-12,2025-11-12 23:00:00.000,1854.52
2025-11-12,2025-11-12 23:15:00.000,859.15
2025-11-12,2025-11-12 23:30:00.000,2304.32
2025-11-12,2025-11-12 23:45:00.000,1105.96
2025-11-13,2025-11-13 00:00:00.000,409.57
2025-11-13,2025-11-13 00:15:00.000,110.94
2025-11-13,2025-11-13 00:30:00.000,559.69
2025-11-13,2025-11-13 01:15:00.000,2107.39
2025-11-13,2025-11-13 02:45:00.000,84.9
2025-11-13,2025-11-13 04:00:00.000,137.6
2025-11-13,2025-11-13 05:00:00.000,12.9
2025-11-13,2025-11-13 05:15:00.000,33.8
2025-11-13,2025-11-13 05:45:00.000,51.96
2025-11-13,2025-11-13 06:00:00.000,304.48
2025-11-13,2025-11-13 06:15:00.000,52.8
2025-11-13,2025-11-13 06:45:00.000,1885.88
2025-11-13,2025-11-13 07:00:00.000,3350.24
2025-11-13,2025-11-13 07:15:00.000,3613.29
2025-11-13,2025-11-13 07:30:00.000,6281.29
2025-11-13,2025-11-13 07:45:00.000,7379.97
2025-11-13,2025-11-13 08:00:00.000,8253.62
2025-11-13,2025-11-13 08:15:00.000,9440.73
2025-11-13,2025-11-13 08:30:00.000,11142.42
2025-11-13,2025-11-13 08:45:00.000,16603.18
2025-11-13,2025-11-13 09:00:00.000,19482.96
2025-11-13,2025-11-13 09:15:00.000,11042.12
2025-11-13,2025-11-13 09:30:00.000,12622.88
2025-11-13,2025-11-13 09:45:00.000,14646.83
2025-11-13,2025-11-13 10:00:00.000,15115.03
2025-11-13,2025-11-13 10:15:00.000,12326.39
2025-11-13,2025-11-13 10:30:00.000,14503.17
2025-11-13,2025-11-13 10:45:00.000,13082.19
2025-11-13,2025-11-13 11:00:00.000,13754.56
2025-11-13,2025-11-13 11:15:00.000,16344.86
2025-11-13,2025-11-13 11:30:00.000,19364.46
2025-11-13,2025-11-13 11:45:00.000,13831.87
2025-11-13,2025-11-13 12:00:00.000,12933.74
2025-11-13,2025-11-13 12:15:00.000,14353.53
2025-11-13,2025-11-13 12:30:00.000,11047.73
2025-11-13,2025-11-13 12:45:00.000,14886.61
2025-11-13,2025-11-13 13:00:00.000,13734.01
2025-11-13,2025-11-13 13:15:00.000,19817.72
2025-11-13,2025-11-13 13:30:00.000,13465.99
2025-11-13,2025-11-13 13:45:00.000,15726.87
2025-11-13,2025-11-13 14:00:00.000,14600.17
2025-11-13,2025-11-13 14:15:00.000,6841.13
2025-11-13,2025-11-13 14:30:00.000,14091.57
2025-11-13,2025-11-13 14:45:00.000,17345.5
2025-11-13,2025-11-13 15:00:00.000,16547.64
2025-11-13,2025-11-13 15:15:00.000,20127.12
2025-11-13,2025-11-13 15:30:00.000,20929.84
2025-11-13,2025-11-13 15:45:00.000,18243.9
2025-11-13,2025-11-13 16:00:00.000,21548.44
2025-11-13,2025-11-13 16:15:00.000,19650.71
2025-11-13,2025-11-13 16:30:00.000,24401.65
2025-11-13,2025-11-13 16:45:00.000,16044.27
2025-11-13,2025-11-13 17:00:00.000,20206.94
2025-11-13,2025-11-13 17:15:00.000,29675.97
2025-11-13,2025-11-13 17:30:00.000,38843.39
2025-11-13,2025-11-13 17:45:00.000,22430.49
2025-11-13,2025-11-13 18:00:00.000,25321.52
2025-11-13,2025-11-13 18:15:00.000,27250.04
2025-11-13,2025-11-13 18:30:00.000,17110.46
2025-11-13,2025-11-13 18:45:00.000,19102.32
2025-11-13,2025-11-13 19:00:00.000,21421.3
2025-11-13,2025-11-13 19:15:00.000,18367
2025-11-13,2025-11-13 19:30:00.000,13669.7
2025-11-13,2025-11-13 19:45:00.000,18855.35
2025-11-13,2025-11-13 20:00:00.000,28252.3
2025-11-13,2025-11-13 20:15:00.000,13228.89
2025-11-13,2025-11-13 20:30:00.000,14442.88
2025-11-13,2025-11-13 20:45:00.000,16876.61
2025-11-13,2025-11-13 21:00:00.000,13578.7
2025-11-13,2025-11-13 21:15:00.000,12513.97
2025-11-13,2025-11-13 21:30:00.000,11839.87
2025-11-13,2025-11-13 21:45:00.000,14753.79
2025-11-13,2025-11-13 22:00:00.000,14400.09
2025-11-13,2025-11-13 22:15:00.000,5113.67
2025-11-13,2025-11-13 22:30:00.000,5894.94
2025-11-13,2025-11-13 22:45:00.000,6919.12
2025-11-13,2025-11-13 23:00:00.000,3644.92
2025-11-13,2025-11-13 23:15:00.000,2500.51
2025-11-13,2025-11-13 23:30:00.000,990.52
2025-11-13,2025-11-13 23:45:00.000,778.07
2025-11-14,2025-11-14 00:00:00.000,772.16
2025-11-14,2025-11-14 00:15:00.000,37.59
2025-11-14,2025-11-14 00:30:00.000,64.8
2025-11-14,2025-11-14 00:45:00.000,178.06
2025-11-14,2025-11-14 01:15:00.000,303.85
2025-11-14,2025-11-14 01:30:00.000,518.99
2025-11-14,2025-11-14 02:15:00.000,100.37
2025-11-14,2025-11-14 02:30:00.000,2599
2025-11-14,2025-11-14 02:45:00.000,48.82
2025-11-14,2025-11-14 05:00:00.000,244.87
2025-11-14,2025-11-14 05:30:00.000,199.68
2025-11-14,2025-11-14 06:00:00.000,47.96
2025-11-14,2025-11-14 06:15:00.000,199.66
2025-11-14,2025-11-14 06:30:00.000,301.37
2025-11-14,2025-11-14 06:45:00.000,683.76
2025-11-14,2025-11-14 07:00:00.000,5098.4
2025-11-14,2025-11-14 07:15:00.000,7507.64
2025-11-14,2025-11-14 07:30:00.000,5867.27
2025-11-14,2025-11-14 07:45:00.000,13297.34
2025-11-14,2025-11-14 08:00:00.000,12993.73
2025-11-14,2025-11-14 08:15:00.000,8272.05
2025-11-14,2025-11-14 08:30:00.000,7319.72
2025-11-14,2025-11-14 08:45:00.000,9859.06
2025-11-14,2025-11-14 09:00:00.000,11018.95
2025-11-14,2025-11-14 09:15:00.000,10112.96
2025-11-14,2025-11-14 09:30:00.000,18114.05
2025-11-14,2025-11-14 09:45:00.000,19349.43
2025-11-14,2025-11-14 10:00:00.000,19684.72
2025-11-14,2025-11-14 10:15:00.000,19573.06
2025-11-14,2025-11-14 10:30:00.000,13639.55
2025-11-14,2025-11-14 10:45:00.000,20601.25
2025-11-14,2025-11-14 11:00:00.000,16072.38
2025-11-14,2025-11-14 11:15:00.000,23092.6
2025-11-14,2025-11-14 11:30:00.000,17192.38
2025-11-14,2025-11-14 11:45:00.000,24453.3
2025-11-14,2025-11-14 12:00:00.000,18735.09
2025-11-14,2025-11-14 12:15:00.000,16540
2025-11-14,2025-11-14 12:30:00.000,16455.75
2025-11-14,2025-11-14 12:45:00.000,15971.67
2025-11-14,2025-11-14 13:00:00.000,21727.63
2025-11-14,2025-11-14 13:15:00.000,12921.51
2025-11-14,2025-11-14 13:30:00.000,17211.52
2025-11-14,2025-11-14 13:45:00.000,16528.24
2025-11-14,2025-11-14 14:00:00.000,14022.84
2025-11-14,2025-11-14 14:15:00.000,15695.32
2025-11-14,2025-11-14 14:30:00.000,16065.37
2025-11-14,2025-11-14 14:45:00.000,15613.96
2025-11-14,2025-11-14 15:00:00.000,22366.33
2025-11-14,2025-11-14 15:15:00.000,21932.56
2025-11-14,2025-11-14 15:30:00.000,24735.11
2025-11-14,2025-11-14 15:45:00.000,26052.22
2025-11-14,2025-11-14 16:00:00.000,25015.87
2025-11-14,2025-11-14 16:15:00.000,23218.38
2025-11-14,2025-11-14 16:30:00.000,18342.97
2025-11-14,2025-11-14 16:45:00.000,18731.47
2025-11-14,2025-11-14 17:00:00.000,18265.32
2025-11-14,2025-11-14 17:15:00.000,12510.43
2025-11-14,2025-11-14 17:30:00.000,20776.18
2025-11-14,2025-11-14 17:45:00.000,20213.14
2025-11-14,2025-11-14 18:00:00.000,24192.18
2025-11-14,2025-11-14 18:15:00.000,17586.92
2025-11-14,2025-11-14 18:30:00.000,19159.68
2025-11-14,2025-11-14 18:45:00.000,18572.95
2025-11-14,2025-11-14 19:00:00.000,17275.92
2025-11-14,2025-11-14 19:15:00.000,15803.8
2025-11-14,2025-11-14 19:30:00.000,18150.4
2025-11-14,2025-11-14 19:45:00.000,25037.5
2025-11-14,2025-11-14 20:00:00.000,9885.7
2025-11-14,2025-11-14 20:15:00.000,13990.67
2025-11-14,2025-11-14 20:30:00.000,17724.38
2025-11-14,2025-11-14 20:45:00.000,15538.62
2025-11-14,2025-11-14 21:00:00.000,14639.62
2025-11-14,2025-11-14 21:15:00.000,9849.55
2025-11-14,2025-11-14 21:30:00.000,5299.16
2025-11-14,2025-11-14 21:45:00.000,14497.6
2025-11-14,2025-11-14 22:00:00.000,8100.52
2025-11-14,2025-11-14 22:15:00.000,4559.56
2025-11-14,2025-11-14 22:30:00.000,2729.97
2025-11-14,2025-11-14 22:45:00.000,2418.59
2025-11-14,2025-11-14 23:00:00.000,2439.39
2025-11-14,2025-11-14 23:15:00.000,1563.95
2025-11-14,2025-11-14 23:30:00.000,570.42
2025-11-14,2025-11-14 23:45:00.000,308.41
2025-11-15,2025-11-15 00:00:00.000,467.89
2025-11-15,2025-11-15 00:15:00.000,1901.1
2025-11-15,2025-11-15 00:30:00.000,2998.78
2025-11-15,2025-11-15 00:45:00.000,6.99
2025-11-15,2025-11-15 01:00:00.000,63.72
2025-11-15,2025-11-15 01:15:00.000,49.28
2025-11-15,2025-11-15 01:45:00.000,111.24
2025-11-15,2025-11-15 02:45:00.000,13.99
2025-11-15,2025-11-15 03:30:00.000,26.9
2025-11-15,2025-11-15 03:45:00.000,254.9
2025-11-15,2025-11-15 04:30:00.000,226.8
2025-11-15,2025-11-15 06:00:00.000,15.99
2025-11-15,2025-11-15 06:30:00.000,578.72
2025-11-15,2025-11-15 06:45:00.000,134.23
2025-11-15,2025-11-15 07:15:00.000,292.12
2025-11-15,2025-11-15 07:30:00.000,1830.98
2025-11-15,2025-11-15 07:45:00.000,3542.19
2025-11-15,2025-11-15 08:00:00.000,6542.54
2025-11-15,2025-11-15 08:15:00.000,8341.82
2025-11-15,2025-11-15 08:30:00.000,5762.24
2025-11-15,2025-11-15 08:45:00.000,8063.12
2025-11-15,2025-11-15 09:00:00.000,9182.52
2025-11-15,2025-11-15 09:15:00.000,11662.24
2025-11-15,2025-11-15 09:30:00.000,12720.53
2025-11-15,2025-11-15 09:45:00.000,14922.28
2025-11-15,2025-11-15 10:00:00.000,13425.94
2025-11-15,2025-11-15 10:15:00.000,7985.62
2025-11-15,2025-11-15 10:30:00.000,12093.22
2025-11-15,2025-11-15 10:45:00.000,14756.85
2025-11-15,2025-11-15 11:00:00.000,12312.81
2025-11-15,2025-11-15 11:15:00.000,18799.87
2025-11-15,2025-11-15 11:30:00.000,21820.18
2025-11-15,2025-11-15 11:45:00.000,19433.43
2025-11-15,2025-11-15 12:00:00.000,9951.32
2025-11-15,2025-11-15 12:15:00.000,7766.4
2025-11-15,2025-11-15 12:30:00.000,11244.25
2025-11-15,2025-11-15 12:45:00.000,9105.8
2025-11-15,2025-11-15 13:00:00.000,7587.14
2025-11-15,2025-11-15 13:15:00.000,8697.88
2025-11-15,2025-11-15 13:30:00.000,7952.37
2025-11-15,2025-11-15 13:45:00.000,10980.56
2025-11-15,2025-11-15 14:00:00.000,8046.4
2025-11-15,2025-11-15 14:15:00.000,10425.83
2025-11-15,2025-11-15 14:30:00.000,16664.45
2025-11-15,2025-11-15 14:45:00.000,7133.14
2025-11-15,2025-11-15 15:00:00.000,10938.09
2025-11-15,2025-11-15 15:15:00.000,11219.56
2025-11-15,2025-11-15 15:30:00.000,11027.93
2025-11-15,2025-11-15 15:45:00.000,10865.79
2025-11-15,2025-11-15 16:00:00.000,8276.74
2025-11-15,2025-11-15 16:15:00.000,11186.92
2025-11-15,2025-11-15 16:30:00.000,9156.44
2025-11-15,2025-11-15 16:45:00.000,8778.75
2025-11-15,2025-11-15 17:00:00.000,8738.61
2025-11-15,2025-11-15 17:15:00.000,13317.57
2025-11-15,2025-11-15 17:30:00.000,7767.48
2025-11-15,2025-11-15 17:45:00.000,8882.06
2025-11-15,2025-11-15 18:00:00.000,12611.7
2025-11-15,2025-11-15 18:15:00.000,10229.54
2025-11-15,2025-11-15 18:30:00.000,8034.37
2025-11-15,2025-11-15 18:45:00.000,16941.34
2025-11-15,2025-11-15 19:00:00.000,10814.93
2025-11-15,2025-11-15 19:15:00.000,9013.54
2025-11-15,2025-11-15 19:30:00.000,15186.21
2025-11-15,2025-11-15 19:45:00.000,9010.6
2025-11-15,2025-11-15 20:00:00.000,6920.3
2025-11-15,2025-11-15 20:15:00.000,5309.94
2025-11-15,2025-11-15 20:30:00.000,4780.39
2025-11-15,2025-11-15 20:45:00.000,7896.31
2025-11-15,2025-11-15 21:00:00.000,4842.13
2025-11-15,2025-11-15 21:15:00.000,3390.2
2025-11-15,2025-11-15 21:30:00.000,3425.03
2025-11-15,2025-11-15 21:45:00.000,4898.5
2025-11-15,2025-11-15 22:00:00.000,6286.1
2025-11-15,2025-11-15 22:15:00.000,2264.8
2025-11-15,2025-11-15 22:30:00.000,684.76
2025-11-15,2025-11-15 22:45:00.000,904.5
2025-11-15,2025-11-15 23:00:00.000,1078.97
2025-11-15,2025-11-15 23:15:00.000,85.86
2025-11-15,2025-11-15 23:30:00.000,504.83
2025-11-15,2025-11-15 23:45:00.000,358.45
2025-11-16,2025-11-16 00:00:00.000,520.17
2025-11-16,2025-11-16 00:15:00.000,89.9
2025-11-16,2025-11-16 00:30:00.000,161.71
2025-11-16,2025-11-16 00:45:00.000,30.91
2025-11-16,2025-11-16 01:00:00.000,228.55
2025-11-16,2025-11-16 01:15:00.000,119.7
2025-11-16,2025-11-16 01:30:00.000,21.98
2025-11-16,2025-11-16 01:45:00.000,37.53
2025-11-16,2025-11-16 02:00:00.000,40.78
2025-11-16,2025-11-16 02:15:00.000,27.8
2025-11-16,2025-11-16 02:30:00.000,138.26
2025-11-16,2025-11-16 02:45:00.000,25.98
2025-11-16,2025-11-16 03:00:00.000,129.9
2025-11-16,2025-11-16 03:15:00.000,22.04
2025-11-16,2025-11-16 03:45:00.000,32.49
2025-11-16,2025-11-16 04:15:00.000,25.9
2025-11-16,2025-11-16 04:45:00.000,79.39
2025-11-16,2025-11-16 05:30:00.000,24.98
2025-11-16,2025-11-16 05:45:00.000,36.41
2025-11-16,2025-11-16 06:45:00.000,1959.45
2025-11-16,2025-11-16 07:00:00.000,233.61
2025-11-16,2025-11-16 07:15:00.000,344.28
2025-11-16,2025-11-16 07:30:00.000,983.23
2025-11-16,2025-11-16 07:45:00.000,536.55
2025-11-16,2025-11-16 08:00:00.000,5967.31
2025-11-16,2025-11-16 08:15:00.000,5617.08
2025-11-16,2025-11-16 08:30:00.000,3120.8
2025-11-16,2025-11-16 08:45:00.000,3493.25
2025-11-16,2025-11-16 09:00:00.000,5219.95
2025-11-16,2025-11-16 09:15:00.000,5178.2
2025-11-16,2025-11-16 09:30:00.000,3736.05
2025-11-16,2025-11-16 09:45:00.000,9264.23
2025-11-16,2025-11-16 10:00:00.000,9456.41
2025-11-16,2025-11-16 10:15:00.000,7135.46
2025-11-16,2025-11-16 10:30:00.000,8617.67
2025-11-16,2025-11-16 10:45:00.000,9292.28
2025-11-16,2025-11-16 11:00:00.000,8495.5
2025-11-16,2025-11-16 11:15:00.000,7636.91
2025-11-16,2025-11-16 11:30:00.000,7947.91
